Name,Address,Phone,website,place_id,Search Position,query_coords,search_number
Southern Pride Gourmet Foods,"633 NW Baker Rd H08, Stuart, FL 34994",(772) 932-4434,http://southernpridegourmetfoods.com/,ChIJX7JheW3n3ogRl9jDBEZXxB4,1,"@27.28399,-80.24252,12z",26
Met Mart St Lucie,"100 NW Airoso Blvd, Port St. Lucie, FL 34983",,,ChIJbz4T2LDu3ogRHfgJKq6VuLs,2,"@27.28399,-80.24252,12z",26
Bob Ferina-Ferina Gourmet Imports,"4616 NW Wandering Oak Ct, Jensen Beach, FL 34957",(772) 341-9115,https://www.ferinagourmetimports.com/about,ChIJXff6yy3m3ogRKjyeSNHfaco,3,"@27.28399,-80.24252,12z",26
Azmina Food & Beverage,"3313 SE Dixie Hwy, Stuart, FL 34997",(772) 286-0644,,ChIJsz13trPd3ogR8W9s4IW8W-0,4,"@27.28399,-80.24252,12z",26
Two Olive Trees,"2452 SE Federal Hwy, Stuart, FL 34994",(772) 219-8228,http://www.2olivetrees.org/,ChIJZQ4LFKjd3ogRAAr1aUzc8WI,5,"@27.28399,-80.24252,12z",26
The Fresh Market,"2300 SE Ocean Blvd, Stuart, FL 34996",(772) 223-5240,https://stores.thefreshmarket.com/fl/stuart/137,ChIJo100UoXd3ogRl-AbqgCHDuk,6,"@27.28399,-80.24252,12z",26
Rio Market,"676 NE Dixie Hwy, Jensen Beach, FL 34957",(772) 334-0022,,ChIJs7ZY9o_n3ogRt37BJn5EbyU,7,"@27.28399,-80.24252,12z",26
Bushdogs,"2485 NE Dixie Hwy, Jensen Beach, FL 34957",(772) 215-4379,http://bushdoggies.com/,ChIJ5eWhZorn3ogREcuxhYGvv7c,8,"@27.28399,-80.24252,12z",26
Euro Food,"3249 NW Federal Hwy, Jensen Beach, FL 34957",(772) 208-5899,,ChIJR0n-OiHn3ogR4LvfBOhdjiQ,9,"@27.28399,-80.24252,12z",26
Seabreeze Food Store,"10551 S Ocean Dr, Jensen Beach, FL 34957",(772) 229-0046,,ChIJxReSAsHm3ogRzdWEF2jCUSA,10,"@27.28399,-80.24252,12z",26
R & B Produce now PSL produce & More,"348 SE Port St Lucie Blvd, Port St. Lucie, FL 34984",(772) 336-0906,http://www.pslproduceandmore.com/,ChIJGdrmeQ3p3ogRKX1Kiy_LQWA,11,"@27.28399,-80.24252,12z",26
Village Grocer on Nettles Island,"9815 S Ocean Dr # 2, Jensen Beach, FL 34957",(772) 229-1810,,ChIJfdq1Cpfm3ogR5bIXxoDFYAA,12,"@27.28399,-80.24252,12z",26
Brazil Food Market & Butcher Shop,"1742 SE Port St Lucie Blvd, Port St. Lucie, FL 34952",(772) 335-2664,https://www.facebook.com/Brazil-Food-Market-152506398094634/,ChIJWa7DVO3o3ogR7LnGdJIbrys,13,"@27.28399,-80.24252,12z",26
The Fresh Market,"10272 SW Meeting St, Port St. Lucie, FL 34987",(772) 918-7005,https://stores.thefreshmarket.com/fl/port-st-lucie/248,ChIJKTQ7P63r3ogRV98rKF5YUlw,14,"@27.28399,-80.24252,12z",26
Publix Super Market at Town Center Shops,"4231 NW Federal Hwy, Jensen Beach, FL 34957",(772) 692-7090,https://www.publix.com/?setstorenumber=682&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJbV-Z33_o3ogRiWIuRf-K8Rs,15,"@27.28399,-80.24252,12z",26
ALDI,"2850 SW Brighton St, Port St. Lucie, FL 34953",(855) 955-2534,https://stores.aldi.us/fl/port-st.-lucie/2850-sw-brighton-street?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,ChIJvVZI-THq3ogRAy3ate_8pzE,16,"@27.28399,-80.24252,12z",26
Asian Market of PSL,"466 SW Port St Lucie Blvd #115, Port St. Lucie, FL 34953",(772) 878-3039,,ChIJ7wHOXHzp3ogRHjk2lO5eiHA,17,"@27.28399,-80.24252,12z",26
supper markets,"2059 SE Grand Dr, Port St. Lucie, FL 34952",,,ChIJ4Xi4Wxjp3ogRkU3YAuRcbp4,18,"@27.28399,-80.24252,12z",26
Publix Super Market at Shoppes of St. Lucie West,"1537 St Lucie W Blvd, Port St. Lucie, FL 34986",(772) 878-7393,https://www.publix.com/?setstorenumber=1737&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJMyCGaYfr3ogRp2TwTtcf4TQ,19,"@27.28399,-80.24252,12z",26
Publix Super Market at Verano,"9335 Commerce Centre Dr, Port St. Lucie, FL 34986",(772) 345-9500,https://www.publix.com/?setstorenumber=1472&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJC-rCuGLr3ogROVVDzpHDLrs,20,"@27.28399,-80.24252,12z",26
Destin Euro Market,"743 Harbor Blvd Ste 6, Destin, FL 32541",(850) 424-7744,,ChIJOS3wModDkYgRx45BuG8g1Yg,1,"@30.4094,-86.6494,12z",27
Piggly Wiggly,"251 Mary Esther Blvd, Mary Esther, FL 32569",(850) 301-9100,https://www.pigglywiggly.com/stores/FL,ChIJm45jfaI-kYgRP53GWjBZ_x0,2,"@30.4094,-86.6494,12z",27
Grocery Outlet #7715,"1015 E John Sims Pkwy E, Niceville, FL 32578",(850) 389-8080,http://www.groceryoutlet.us/,ChIJo_CP6aRpkYgRFfXO93vfRI0,4,"@30.4094,-86.6494,12z",27
The Fresh Market,"4495 Commons Dr W, Destin, FL 32541",(850) 650-0989,https://stores.thefreshmarket.com/fl/destin/76,ChIJLd82GmBDkYgRldulg20uqTs,5,"@30.4094,-86.6494,12z",27
Emerald Coast Olive Oil,"34940 Emerald Coast Pkwy, Destin, FL 32541",(850) 460-2210,http://www.emeraldcoastoliveoil.com/,ChIJxzSgAFZDkYgRyJmuybxa1sk,6,"@30.4094,-86.6494,12z",27
Galli Gourmet Inc,"Destin, FL 32540",(850) 654-9955,http://galligourmetinc.com/store/,ChIJdfzmN_VDkYgR8XRoEJYxBWs,7,"@30.4094,-86.6494,12z",27
Publix Super Market at Paradise Key,"4425 Commons Dr E, Destin, FL 32541",(850) 837-9094,https://www.publix.com/?setstorenumber=677&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJteLlyVlDkYgRhVy9mQ-kbJ4,8,"@30.4094,-86.6494,12z",27
Walmart Deli,"748 Beal Pkwy NW, Fort Walton Beach, FL 32547",(850) 862-0700,https://www.walmart.com/ideas/entertaining/deli-platters-and-hot-appetizers/44369,ChIJWbAHZWA-kYgRuoErlBJom7U,9,"@30.4094,-86.6494,12z",27
In Out Food Mart,"950 Gulf Shore Dr, Destin, FL 32541",,,ChIJMTxS3QpEkYgRZcCt9tSUdHo,11,"@30.4094,-86.6494,12z",27
Winn-Dixie,"3319 Gulf Breeze Pkwy, Gulf Breeze, FL 32563",(850) 932-0858,https://www.winndixie.com/,ChIJV6dxKZTEkIgRLsbE-l5u4FQ,15,"@30.4094,-86.6494,12z",27
Walmart Supercenter,"9360 Navarre Pkwy, Navarre, FL 32566",(850) 939-3998,https://www.walmart.com/store/3439-navarre-fl,ChIJzYEoQ0UhkYgR8-ucZtoul4k,16,"@30.4094,-86.6494,12z",27
Gourmet Market and Meats of Fernandina,"474347 State Rd 200, Fernandina Beach, FL 32034",(904) 775-5798,http://www.gourmetmkt.com/,ChIJHz9vr-JV5IgRhOWfLmQCuRU,1,"@30.65851,-81.64478,12z",28
Healing of the Nations,"212 S 13th St, Fernandina Beach, FL 32034",(904) 614-3900,,ChIJOQPK2ub-5IgRbcAGfmmMNfA,2,"@30.65851,-81.64478,12z",28
Harris Teeter,"4800 1st Coast Hwy, Fernandina Beach, FL 32034",(904) 491-1213,https://www.harristeeter.com/stores/grocery/fl/fernandina-beach/amelia-market/097/00034?cid=loc_09700034_gmb,ChIJQVbQ-btV5IgR9JCjp5NYZUk,4,"@30.65851,-81.64478,12z",28
Fernandina Food Mart,"201 S 14th St, Fernandina Beach, FL 32034",(904) 261-6155,,ChIJKcCzI-f-5IgRGDj3Bk1xqBE,5,"@30.65851,-81.64478,12z",28
Winn-Dixie,"1390 Boone St, Kingsland, GA 31548",(912) 729-3621,https://www.winndixie.com/,ChIJ4y-zxR8F5YgRFOqfdwfptTs,7,"@30.65851,-81.64478,12z",28
Winn-Dixie,"947 Amelia Plaza, Fernandina Beach, FL 32034",(904) 277-2539,https://www.winndixie.com/,ChIJaZ6t8sD-5IgRFi0xMcwrLzw,10,"@30.65851,-81.64478,12z",28
Kingsland IGA,"500 S Lee St, Kingsland, GA 31548",(912) 729-6008,http://www.iga.com/,ChIJw64hI18F5YgRoKHsU32yE3M,11,"@30.65851,-81.64478,12z",28
EZ Stop Food Store,"542113 US-1, Callahan, FL 32011",(904) 879-6004,,ChIJtWDqm6l15YgRFFRiQ2Ailhs,15,"@30.65851,-81.64478,12z",28
Aden's Minit Market,"495 W King Ave, Kingsland, GA 31548",(912) 729-3903,,ChIJwx6y3u8P5YgRJyIJiEWQXPw,17,"@30.65851,-81.64478,12z",28
Highlands Food Mart,"10368 Monaco Dr, Jacksonville, FL 32218",(904) 751-3726,,ChIJu8esRTiw5YgROwEQJGFvvt8,18,"@30.65851,-81.64478,12z",28
Farm To Family,"1528 Boone St Suite C, Kingsland, GA 31548",(912) 540-0825,https://www.farmtofamilyga.com/,ChIJyzvOBsMF5YgR8VRZTYfe460,19,"@30.65851,-81.64478,12z",28
Melbourne Beach Market,"302 Ocean Ave, Melbourne Beach, FL 32951",(321) 676-5225,http://www.melbournebeachmarket.com/,ChIJKc2DwFgR3ogR_XwWUD--Fy4,1,"@27.9595,-80.51498,12z",29
From Olives and Grapes...,"912 E New Haven Ave, Melbourne, FL 32901",(321) 676-8918,http://shopfromolivesandgrapes.com/,ChIJQdFSLowR3ogRvG59-qexpmM,2,"@27.9595,-80.51498,12z",29
Sprouts Farmers Market,"4460 Hollywood Blvd, West Melbourne, FL 32904",(321) 462-3184,https://www.sprouts.com/store/fl/west-melbourne/hollywood-blvd/,ChIJySuLbaUN3ogRlSpUvKRTsvU,3,"@27.9595,-80.51498,12z",29
Djon's Village Market,"249 5th Ave, Indialantic, FL 32903",(321) 345-4560,https://djonsvillagemarket.com/,ChIJven8yEkR3ogRqJjFEMLA5yg,4,"@27.9595,-80.51498,12z",29
Thrifty Specialty Produce Warehouse 7615,"2485 Palm Bay Rd NE, Palm Bay, FL 32905",(321) 726-8427,http://www.thriftyspecialtyproduceandmeats.com/,ChIJx7jWJUUS3ogRVRtDyWa9u5U,5,"@27.9595,-80.51498,12z",29
Green Turtle Market,"855 E Eau Gallie Blvd, Indian Harbour Beach, FL 32937",(321) 773-2001,http://greenturtlemarket.com/,ChIJU7itK_UQ3ogRpTFPiTDS5PM,6,"@27.9595,-80.51498,12z",29
The Vero Beach Market,"7950 US-1, Vero Beach, FL 32967",(772) 492-3460,,ChIJR6CZ4lJd3ogR6HJXqizo6nE,7,"@27.9595,-80.51498,12z",29
Publix Super Market at Riverwalk Shopping Center,"13435 US-1, Sebastian, FL 32958",(772) 589-5110,https://www.publix.com/?setstorenumber=287&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJoYMBqbFp3ogRRz4a4ID4CqA,8,"@27.9595,-80.51498,12z",29
Alimentari Gourmet Market,"6220 Florida A1A, Vero Beach, FL 32963",(772) 999-5483,http://alimentarigm.com/,ChIJV7VKBwZc3ogR01Op995Fc9k,9,"@27.9595,-80.51498,12z",29
Downtown Produce Market and More,"7856 Ellis Rd, Melbourne, FL 32904",(321) 308-0275,http://www.downtownproduce.com/,ChIJp4qr1PIO3ogRNz55dcGOJ68,10,"@27.9595,-80.51498,12z",29
Village Beach Market,"4905 Florida A1A, Vero Beach, FL 32963",(772) 231-2338,http://www.villagebeachmarket.com/,ChIJV8gNcVJZ3ogRapq4PMzOw5Y,11,"@27.9595,-80.51498,12z",29
Cuisinery Food Market,"7640 N Wickham Rd Ste 108, Melbourne, FL 32940",(321) 622-8867,http://cuisineryfoodmarket.com/,ChIJmRz3G4YF3ogRm_d-gVHM9Rs,12,"@27.9595,-80.51498,12z",29
RYDER's Gourmet Market,"3106 Cardinal Dr, Vero Beach, FL 32963",(772) 500-3663,https://www.rydersgourmetmarket.com/,ChIJ98Oa_EhZ3ogRwhFrdqdUprw,13,"@27.9595,-80.51498,12z",29
Wabasso Foods,"6375 85th St, Vero Beach, FL 32967",(772) 581-8225,,ChIJN7YgYYhn3ogR4p9cmrHvU9E,14,"@27.9595,-80.51498,12z",29
Publix Super Market at Melbourne Shopping Center,"1411 S Babcock St, Melbourne, FL 32901",(321) 727-8085,https://www.publix.com/?setstorenumber=704&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJ4RzOgOUR3ogRGuJD91EYJow,15,"@27.9595,-80.51498,12z",29
Thrifty Specialty Produce & Meats,"2447 N Wickham Rd # 104, Melbourne, FL 32935",(321) 426-7509,http://thriftyspecialtyproduceandmeats.com/,ChIJyaor7JgP3ogRYm5UgopzTLk,16,"@27.9595,-80.51498,12z",29
Petty’s Produce,"7856 Ellis Rd, Melbourne, FL 32904",(321) 308-0275,http://downtownproduce.com/,ChIJ1ftckIgP3ogRjeRHCtX-N24,17,"@27.9595,-80.51498,12z",29
Guy Colley Grocery,"4426 33rd Ave, Vero Beach, FL 32967",(772) 569-1076,,ChIJl-PS3mRe3ogR2pJa6RMPzrk,18,"@27.9595,-80.51498,12z",29
The Fresh Market,"6385 N Wickham Rd, Melbourne, FL 32940",(321) 259-5619,https://stores.thefreshmarket.com/fl/melbourne/212,ChIJX9x2Gf4E3ogRUlZczXDy_ks,19,"@27.9595,-80.51498,12z",29
The Fresh Market,"526-A 21st St, Vero Beach, FL 32960",(772) 794-2216,https://stores.thefreshmarket.com/fl/vero-beach/115,ChIJ-a-kHt9e3ogRkImuoc0XehA,20,"@27.9595,-80.51498,12z",29
Sama Gourmet Market,"27 Essex St, New York, NY 10003",(646) 850-0157,,ChIJMy6l9HpbwokRKI-w5RYYApA,13,"@30.19366,-83.29116,12z",30
Munch Gourmet Market,"395 Flatbush Ave Ext, Brooklyn, NY 11201",,,ChIJa-YHQcBbwokRUidtyF5TAZs,15,"@30.19366,-83.29116,12z",30
U N Gourmet Plaza,"361 E 49th St, New York, NY 10017",(212) 688-0910,,ChIJiZGBcuJYwokRJIuhwEKkwZE,19,"@30.19366,-83.29116,12z",30
Pahokee Food Market,"871 Belle Glade Rd, Pahokee, FL 33476",(561) 924-5844,,ChIJ7x_RFGdS2YgRwyYYz2Zu3k8,1,"@26.80109,-80.65305,12z",31
South Bay Market,"105 NW 10th Ave A, South Bay, FL 33493",(561) 993-2090,http://south-bay-market.jany.io/,ChIJVW1NBfZZ2YgRqT_XqpJEaSY,2,"@26.80109,-80.65305,12z",31
Save A Lot,"600 E Main St, Pahokee, FL 33476",(561) 924-2282,https://savealot.com/grocery-stores/pahokee-33476-45130?utm_source=google&utm_medium=organic&utm_campaign=gmb,ChIJ1STUK_JS2YgR7mvLF-2fbIg,3,"@26.80109,-80.65305,12z",31
Gourmet Center,"Wellington, FL 33414",,,ChIJ_b6t5V8v2YgRrK8wcnnC6gg,4,"@26.80109,-80.65305,12z",31
Royal's Market,"10479 Southern Blvd, Royal Palm Beach, FL 33411",(561) 204-4405,,ChIJee5kOT0v2YgRCEDMcDNTmv4,5,"@26.80109,-80.65305,12z",31
Edde Market,"1064 SW 1st Way, Deerfield Beach, FL 33441",,,ChIJFS0Gd3sd2YgRxAARx_3ar2s,7,"@26.80109,-80.65305,12z",31
Green Acres Food Market,"5470 10th Ave N, Greenacres, FL 33463",(561) 429-6689,,ChIJPxKv4Non2YgR04s6U8qT-pk,8,"@26.80109,-80.65305,12z",31
Tropical Village Market,"1550 US Hwy 27, Clewiston, FL 33440",(863) 983-2543,,ChIJ5dPJT4X724gRxpVjk3VGgW4,11,"@26.80109,-80.65305,12z",31
Gourmet Market,"2800 N Federal Hwy Suite 100, Boca Raton, FL 33431",(561) 609-2686,http://gourmetmarketboca.com/,ChIJP0vHMuvh2IgRwIUUftTYpB8,12,"@26.80109,-80.65305,12z",31
Delicious Foods LLC,"12773 Forest Hill Blvd, Wellington, FL 33414",,,ChIJ960IbJYv2YgRglPZuYc6om8,13,"@26.80109,-80.65305,12z",31
Hitchcock's Market,"15500 SW Trail Dr, Indiantown, FL 34956",(772) 597-3535,http://myhitchcocks.com/,ChIJtX2okOa33ogRU-lAaByyUZU,14,"@26.80109,-80.65305,12z",31
Joseph's Classic Market,"6000 Glades Rd UNIT1380, Boca Raton, FL 33431",(561) 347-2314,http://www.josephsclassicmarket.com/,ChIJ5xKr7HUe2YgRoWb4NljiPSg,15,"@26.80109,-80.65305,12z",31
Trader Joe's,"2877 S State Rd 7, Wellington, FL 33414",(561) 656-1067,https://locations.traderjoes.com/fl/wellington/774/?utm_source=gmb&utm_medium=organic&utm_campaign=local,ChIJsbWWf_El2YgRWd5-5JnHXbc,17,"@26.80109,-80.65305,12z",31
Gardens Market,"Palm Beach Gardens, FL 33410",,,ChIJCaZTeaMq2YgRuyXlJWJGgks,18,"@26.80109,-80.65305,12z",31
Joseph's Classic Market,"4409 Northlake Blvd, Palm Beach Gardens, FL 33410",(561) 799-0322,http://www.josephsclassicmarket.com/,ChIJocgmmKQq2YgRRBazTbRBCA4,19,"@26.80109,-80.65305,12z",31
Village Market Place,"5065 Okeechobee Blvd, West Palm Beach, FL 33417",,,ChIJQ2bxfL8p2YgRs-vAZG5SsoM,20,"@26.80109,-80.65305,12z",31
Someone's In the Kitchen,"1355 Market St STE A6, Tallahassee, FL 32312",(850) 668-1167,,ChIJoXWj5LlY7IgR5-rBOpxF7Mo,8,"@30.1695,-84.21002,12z",32
Eastern European Gourmet LLC,"3348 Mahan Dr STE 5, Tallahassee, FL 32308",(850) 316-8586,,ChIJ-cT2JuRe7IgRSefuj0iM5eo,9,"@30.1695,-84.21002,12z",32
Joanie's Gourmet Market,"102 8th Ave E, Havana, FL 32333",(850) 539-4433,,ChIJmyPyW-j67IgRoKJhjo8o_3g,11,"@30.1695,-84.21002,12z",32
Stacy's Groceries,"4980 S Suncoast Blvd unit 2, Homosassa, FL 34446",(352) 212-4277,,ChIJ2zTzFAoV6IgRdMz3tXhzgFY,1,"@28.81544,-82.48029,12z",33
Huffman's Heritage Whole Foods,"430 SE Kings Bay Dr, Crystal River, FL 34429",(352) 795-2233,,ChIJJYV2M61B6IgRmAzIrhVSxY8,2,"@28.81544,-82.48029,12z",33
Publix Super Market at Springs Plaza,"3942 S Suncoast Blvd, Homosassa, FL 34448",(352) 621-0884,https://www.publix.com/?setstorenumber=518&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJX7cjGc8_6IgRzKFMQtMCmZk,3,"@28.81544,-82.48029,12z",33
Tony's Produce Market,"454 NE 3rd St, Crystal River, FL 34429",(352) 228-4119,http://www.tonysproducemarket.com/,ChIJd7YD-bZB6IgRhD89b5xOOHI,4,"@28.81544,-82.48029,12z",33
Floral City Foods,"8391 E Orange Ave, Floral City, FL 34436",(352) 860-1122,https://oysh.top/floral-city-foods,ChIJi--0YPEL6IgR4_BQ7glHbBs,5,"@28.81544,-82.48029,12z",33
Publix Super Market at Shoppes of Sugarmill Woods,"9525 S Suncoast Blvd, Homosassa, FL 34446",(352) 382-1149,https://www.publix.com/?setstorenumber=1193&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJkbaFNz0W6IgRMyISfZgdYtU,7,"@28.81544,-82.48029,12z",33
The Fresh Market,"3740 Wedgewood Ln, The Villages, FL 32162",(352) 391-9620,https://stores.thefreshmarket.com/fl/the-villages/96,ChIJS7RACOvE54gRl7ETSgruy0s,8,"@28.81544,-82.48029,12z",33
The Ancient Olive Gourmet and Art Gallery,"1111 Canal St, The Villages, FL 32162",(352) 750-5499,http://theancientolive.com/,ChIJyaarqAzE54gRZpol_v6PsVg,10,"@28.81544,-82.48029,12z",33
Patrick's Produce,"22316 Croom Rd, Brooksville, FL 34601",(352) 796-3341,https://www.facebook.com/Patricksproduceinc,ChIJ-Xe-QZQE6IgRDfcsKb2wx9k,11,"@28.81544,-82.48029,12z",33
Farm Basket Market,"20810 US-301, Dade City, FL 33523",(352) 583-4521,,ChIJxSMc0o__54gRpkY4SgSLeYo,13,"@28.81544,-82.48029,12z",33
Zitro Grocery,"9431 SE Maricamp Rd, Ocala, FL 34472",(352) 261-1300,,ChIJL0h7Y5vO54gRCh5j-0yFZ5U,14,"@28.81544,-82.48029,12z",33
Healthy Lisa's,"12560 Spring Hill Dr, Spring Hill, FL 34609",(352) 835-7503,http://healthylisas.com/,ChIJuSYjIIKgwogRR1veOJd47VY,16,"@28.81544,-82.48029,12z",33
S & K Gourmet Inc,"39010 FL-575, Dade City, FL 33523",(352) 583-4066,,ChIJ9eIWlnX_54gRGAUddSa9qzE,18,"@28.81544,-82.48029,12z",33
Winn-Dixie,"31100 Cortez Blvd, Brooksville, FL 34602",(352) 799-7700,https://www.winndixie.com/,ChIJgy0RqL0A6IgRp44EsHSd7Ws,20,"@28.81544,-82.48029,12z",33
Hitchcock’s Market,"1114 FL-20, Interlachen, FL 32148",(386) 603-4242,http://www.myhitchcocks.com/,ChIJOQpic8ts5ogRxm8FS1zoMyQ,2,"@29.54991,-81.64819,12z",34
Freida's Bakery and Provisions,"5368 N Ocean Shore Blvd, Palm Coast, FL 32137",(386) 262-8252,https://www.freidasprovisions.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17810787055228987177,ChIJeZbut_-X5ogRvNuY74HGrvM,3,"@29.54991,-81.64819,12z",34
Gourmet Deli,"4984 Palm Coast Pkwy NW Unit3, Palm Coast, FL 32137",(386) 627-1687,http://gourmetdeli.us/?utm_source=gmb&utm_medium=referral,ChIJzfzIQ3WT5ogRx7CQ2SGGauc,4,"@29.54991,-81.64819,12z",34
The Ancient Olive,"47 King St, St. Augustine, FL 32084",(904) 827-1899,http://www.theancientolive.com/,ChIJYyzOL5Qn5IgRl5PL6NVaLRs,5,"@29.54991,-81.64819,12z",34
Fresh Market Island,"1830 A1A S, St. Augustine, FL 32080",(904) 417-0550,https://www.freshmarketisland.com/,ChIJ7w-cLJ8n5IgRs3EnFANza-g,6,"@29.54991,-81.64819,12z",34
Serpol of Florida Inc,"2 Market Pl, Palm Coast, FL 32137",(386) 597-7544,,ChIJ_UW2OpmT5ogRD0rTgtxuM9Y,7,"@29.54991,-81.64819,12z",34
Millennium Grocery,"9 Palm Harbor Village Way W # F, Palm Coast, FL 32137",(386) 283-5618,http://instagram.com/millenniumgrocery,ChIJuZLyf06U5ogRimUsYk3KQ5o,8,"@29.54991,-81.64819,12z",34
Wine Not,"34 Treasury St, St. Augustine, FL 32084",(904) 824-4944,,ChIJA6mmc5Yn5IgR5qwYLP1zuNw,9,"@29.54991,-81.64819,12z",34
Grace's Market,"1 Florida Park Dr N, Palm Coast, FL 32137",(386) 447-3636,,ChIJN9f8ge6V5ogRU5yKyZgMi0g,10,"@29.54991,-81.64819,12z",34
Hot Stuff,"34 Treasury St, St. Augustine, FL 32084",(904) 824-4944,http://www.augustheatco.com/,ChIJA6mmc5Yn5IgRUlfBCS3tG50,11,"@29.54991,-81.64819,12z",34
Harris Grocery,"1006 S State St, Bunnell, FL 32110",(386) 437-3813,,ChIJ1RILM5Hs5ogR2WO7PNCbhKg,12,"@29.54991,-81.64819,12z",34
Winn-Dixie,"1260 Palm Coast Pkwy NE, Palm Coast, FL 32137",(386) 446-4774,https://www.winndixie.com/,ChIJh_voj12U5ogR6oA5TlxSJms,15,"@29.54991,-81.64819,12z",34
East Coast Oriental Market,"4984 Palm Coast Pkwy NW suite 1&2, Palm Coast, FL 32137",(386) 302-0038,,ChIJob-tOIeT5ogRm14jiLZP4xA,20,"@29.54991,-81.64819,12z",34
Captain Foods Inc,"2732 Hibiscus Dr, Edgewater, FL 32141",(386) 428-5833,https://www.captainfoods.com/,ChIJlRWxzd4t54gRffwV2tdG9Xg,1,"@28.84004,-80.9034,12z",35
Chuluota Grocery,"95 E 7th St #109, Chuluota, FL 32766",(407) 359-2222,,ChIJeULFyzdC54gRapE14oO4qv8,3,"@28.84004,-80.9034,12z",35
The Galley,"417 Canal St, New Smyrna Beach, FL 32168",(386) 426-5611,http://thegalleynsb.com/,ChIJe6FJvTYp54gRiLS3SOcmDJo,4,"@28.84004,-80.9034,12z",35
Paradine Groceries,"3100 S Ridgewood Ave, South Daytona, FL 32119",(386) 300-8447,http://paradinegroceries.com/,ChIJifRwW7LZ5ogRlFNag4nqJPY,7,"@28.84004,-80.9034,12z",35
Bon! Gourmet,"44 E Granada Blvd, Ormond Beach, FL 32176",(386) 671-7757,http://www.bon-gourmet.com/,ChIJe2KdQzrb5ogRZ1rUXSD3eOg,10,"@28.84004,-80.9034,12z",35
The Fresh Market,"5920 Red Bug Lake Rd, Winter Springs, FL 32708",(407) 388-1745,https://stores.thefreshmarket.com/fl/winter-springs/183,ChIJ29-Rvrhu54gRYUiULzpN-bg,11,"@28.84004,-80.9034,12z",35
The Olive Pantry,"134 N 4th St, Lake Mary, FL 32746",(407) 732-7855,http://theolivepantry.com/,ChIJndQFOk9t54gR_qspKH8vVLY,12,"@28.84004,-80.9034,12z",35
Olive You,"5155 S Washington Ave Suite 107, Titusville, FL 32780",(321) 225-4766,http://www.oliveyoutitusville.com/,ChIJG5OfIc6z4IgRqaHxWGbdPBE,13,"@28.84004,-80.9034,12z",35
The British Shoppe,"708 S US Hwy 17 92, Longwood, FL 32750",(321) 972-4130,http://www.thebritishshoppe.com/,ChIJ_dK8gOl654gRiy3K1QaWEXU,14,"@28.84004,-80.9034,12z",35
The Fresh Market,"1500 N Mills Ave, Orlando, FL 32803",(407) 228-9989,https://stores.thefreshmarket.com/fl/orlando/157,ChIJk74DVZR654gRWMap_TJt64E,15,"@28.84004,-80.9034,12z",35
Oviedo Olive Oil,"1305 Oviedo Mall Boulevard, Oviedo, FL 32765",(407) 664-8989,https://www.oviedooliveoil.com/,ChIJF-GQjlYFqa4RtujCZn7ysQI,16,"@28.84004,-80.9034,12z",35
Nidy's Grocery,"2120 Garden St, Titusville, FL 32796",(321) 225-8971,http://nidys-grocery.jany.io/,ChIJH3lGAMFM54gRMgOWESxWd84,17,"@28.84004,-80.9034,12z",35
Discount Market,"115 W Plymouth Ave, DeLand, FL 32720",,,ChIJuRGKgoIc54gRChO_3EIiVGM,18,"@28.84004,-80.9034,12z",35
Conway Food Mart LLC,"3310 S Conway Rd, Orlando, FL 32812",(407) 275-8717,,ChIJ5egaSbBk54gR1rp1USU9n8g,19,"@28.84004,-80.9034,12z",35
Goma Peace Food Store,"794 S Tampa Ave, Orlando, FL 32805",(407) 698-6087,http://www.citgo.com/,ChIJmTScKbZ754gRSacxs1m2-5Q,20,"@28.84004,-80.9034,12z",35
Tropical Food Market,"1301 Lake Ave #3757, Lake Worth Beach, FL 33460",(561) 582-9051,,ChIJK0JeVDbY2IgRvo5aAdNy5_4,2,"@26.69796,-80.04075,12z",36
Mama Bella Gourmet Market,"518 S Dixie Hwy, West Palm Beach, FL 33401",(561) 599-5500,https://mamabellacafe.com/,ChIJCU3TdMzX2IgRCVAEqwk--A4,5,"@26.69796,-80.04075,12z",36
Flamingo Park Food Market,"1801 S Dixie Hwy, West Palm Beach, FL 33401",(561) 832-9797,,ChIJDXYmj1jW2IgRugj2OEPRzl4,7,"@26.69796,-80.04075,12z",36
Tina Beverage & Grocery,"511 25th St, West Palm Beach, FL 33407",(561) 659-1220,,ChIJwU8ebNPV2IgRmyN8YiddTv4,8,"@26.69796,-80.04075,12z",36
Green Olive Market Place,"244 S Olive Ave, West Palm Beach, FL 33401",(561) 249-1353,https://greenolivemarketplacewpb.com/,ChIJ8XjpIIrW2IgRI7JlH3naM5w,9,"@26.69796,-80.04075,12z",36
